age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
37,services,married,basic.9y,unknown,no,yes,telephone,may,fri,246,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,fri,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,entrepreneur,married,high.school,no,no,no,telephone,may,fri,248,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,admin.,married,university.degree,no,yes,no,telephone,may,fri,336,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,blue-collar,single,basic.9y,no,no,yes,telephone,may,fri,28,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,technician,married,university.degree,no,yes,no,telephone,may,fri,371,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
47,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,329,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,597,17,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
51,blue-collar,married,high.school,no,no,yes,telephone,may,fri,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
51,admin.,married,basic.6y,unknown,yes,no,telephone,may,fri,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,blue-collar,single,university.degree,no,yes,yes,telephone,may,fri,266,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
42,admin.,married,unknown,no,no,no,telephone,may,fri,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,technician,married,professional.course,no,yes,no,telephone,may,fri,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,services,married,high.school,no,no,yes,telephone,may,fri,206,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,unemployed,divorced,high.school,unknown,yes,yes,telephone,may,fri,69,15,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,services,married,high.school,no,yes,no,telephone,may,fri,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
30,self-employed,single,high.school,no,yes,no,telephone,may,fri,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
58,management,married,basic.9y,no,no,no,telephone,may,fri,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,services,married,high.school,no,yes,no,telephone,may,fri,512,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,technician,single,professional.course,no,yes,no,telephone,may,fri,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
25,services,divorced,basic.4y,no,yes,no,telephone,may,fri,601,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
56,technician,married,professional.course,no,no,yes,telephone,may,fri,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,unemployed,married,basic.9y,unknown,yes,no,telephone,may,fri,144,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,admin.,married,university.degree,no,no,no,telephone,may,fri,230,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
40,services,divorced,high.school,no,no,no,telephone,may,fri,456,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,management,married,university.degree,no,no,no,telephone,may,fri,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,admin.,single,basic.9y,no,no,no,telephone,may,fri,387,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
42,technician,divorced,professional.course,unknown,no,yes,telephone,may,fri,286,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,blue-collar,married,high.school,no,no,no,telephone,may,fri,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
26,admin.,single,high.school,no,yes,no,telephone,may,fri,448,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
50,management,married,high.school,unknown,no,yes,telephone,may,fri,223,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
50,management,married,university.degree,unknown,no,no,telephone,may,fri,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,services,married,basic.4y,unknown,no,no,telephone,may,fri,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,admin.,single,unknown,no,no,no,telephone,may,fri,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
53,technician,married,high.school,no,no,no,telephone,may,fri,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
57,management,divorced,university.degree,no,no,no,telephone,may,fri,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,admin.,married,university.degree,no,yes,no,telephone,may,fri,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,admin.,married,high.school,no,no,no,telephone,may,fri,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
57,retired,married,unknown,unknown,yes,no,telephone,may,fri,529,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,admin.,single,university.degree,unknown,no,no,telephone,may,fri,137,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
27,admin.,single,high.school,no,no,no,telephone,may,fri,656,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
47,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,249,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
43,admin.,divorced,high.school,no,yes,no,telephone,may,fri,88,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
51,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,228,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,admin.,single,basic.4y,unknown,no,no,telephone,may,fri,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
59,retired,divorced,basic.4y,no,yes,no,telephone,may,fri,118,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,self-employed,single,university.degree,no,no,no,telephone,may,fri,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,technician,single,professional.course,no,yes,no,telephone,may,fri,103,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,blue-collar,single,basic.6y,no,no,no,telephone,may,fri,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
50,housemaid,divorced,basic.4y,unknown,no,no,telephone,may,fri,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,admin.,married,university.degree,no,yes,no,telephone,may,fri,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
25,housemaid,single,basic.9y,no,no,no,telephone,may,fri,130,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,management,married,university.degree,no,no,no,telephone,may,fri,627,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,services,single,high.school,no,yes,no,telephone,may,fri,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
45,admin.,divorced,university.degree,no,no,no,telephone,may,fri,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,admin.,married,high.school,no,no,no,telephone,may,fri,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,admin.,single,university.degree,no,yes,no,telephone,may,fri,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
42,admin.,single,university.degree,no,yes,no,telephone,may,fri,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
59,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
24,student,single,high.school,no,unknown,unknown,telephone,may,fri,86,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
49,admin.,married,unknown,no,yes,no,telephone,may,fri,731,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,admin.,married,university.degree,no,yes,no,telephone,may,fri,37,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,blue-collar,married,high.school,no,no,no,telephone,may,fri,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,admin.,married,high.school,no,no,no,telephone,may,fri,356,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,technician,married,professional.course,unknown,yes,no,telephone,may,fri,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,242,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,134,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,admin.,divorced,basic.9y,no,yes,no,telephone,may,fri,274,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,management,divorced,university.degree,no,no,no,telephone,may,fri,355,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,technician,married,professional.course,no,yes,no,telephone,may,fri,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
56,blue-collar,single,basic.6y,no,yes,no,telephone,may,fri,346,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
54,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,fri,370,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
60,entrepreneur,married,basic.4y,no,no,no,telephone,may,fri,261,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,technician,married,professional.course,no,no,yes,telephone,may,fri,63,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,fri,84,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,housemaid,single,high.school,no,no,no,telephone,may,fri,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,technician,married,professional.course,no,yes,no,telephone,may,fri,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,housemaid,married,basic.4y,no,no,no,telephone,may,fri,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
47,blue-collar,married,high.school,unknown,no,no,telephone,may,fri,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
50,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
24,services,married,high.school,no,no,no,telephone,may,fri,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
53,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,130,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
57,retired,married,high.school,unknown,yes,no,telephone,may,fri,42,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
26,student,single,unknown,unknown,no,no,telephone,may,fri,277,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,technician,married,professional.course,no,no,no,telephone,may,fri,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
40,admin.,married,university.degree,no,no,no,telephone,may,fri,214,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,management,married,high.school,unknown,no,no,telephone,may,fri,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
30,blue-collar,single,basic.4y,unknown,unknown,unknown,telephone,may,fri,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,technician,single,university.degree,no,no,no,telephone,may,fri,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
45,technician,divorced,professional.course,no,yes,no,telephone,may,fri,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
26,blue-collar,single,high.school,unknown,no,no,telephone,may,fri,96,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,fri,225,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
56,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
57,management,divorced,university.degree,no,yes,no,telephone,may,fri,754,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,services,married,high.school,no,yes,no,telephone,may,fri,211,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,management,married,professional.course,no,no,no,telephone,may,fri,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,technician,single,high.school,no,yes,no,telephone,may,fri,76,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,technician,single,university.degree,no,yes,no,telephone,may,fri,24,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,171,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,technician,married,unknown,unknown,no,yes,telephone,may,fri,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,42,8,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,admin.,married,high.school,no,yes,no,telephone,may,fri,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,services,married,high.school,unknown,yes,no,telephone,may,fri,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
50,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,admin.,married,university.degree,unknown,no,no,telephone,may,fri,268,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,entrepreneur,married,basic.6y,no,no,no,telephone,may,fri,217,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
40,technician,married,professional.course,unknown,yes,no,telephone,may,fri,360,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,services,married,high.school,unknown,yes,no,telephone,may,fri,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
25,blue-collar,single,basic.4y,no,no,no,telephone,may,fri,196,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,601,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,admin.,married,university.degree,no,no,no,telephone,may,fri,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,services,divorced,unknown,unknown,yes,yes,telephone,may,fri,306,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,self-employed,single,basic.4y,unknown,yes,no,telephone,may,fri,362,22,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
30,entrepreneur,married,high.school,no,yes,no,telephone,may,fri,410,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,admin.,single,high.school,no,yes,no,telephone,may,fri,265,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
42,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,108,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,management,married,university.degree,no,no,no,telephone,may,fri,172,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,services,married,high.school,unknown,no,no,telephone,may,fri,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
59,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,424,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,359,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
42,management,married,university.degree,no,yes,yes,telephone,may,fri,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,management,married,university.degree,no,no,no,telephone,may,fri,169,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
24,services,married,high.school,no,no,yes,telephone,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
53,unemployed,married,basic.4y,unknown,no,no,telephone,may,fri,141,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,admin.,single,university.degree,no,yes,no,telephone,may,fri,22,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
26,blue-collar,single,high.school,no,yes,no,telephone,may,fri,326,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
53,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,fri,317,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,admin.,married,high.school,no,yes,yes,telephone,may,fri,196,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,services,married,high.school,no,no,yes,telephone,may,fri,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,management,married,university.degree,no,unknown,unknown,telephone,may,fri,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,entrepreneur,married,university.degree,no,no,yes,telephone,may,fri,679,17,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,admin.,married,university.degree,no,yes,no,telephone,may,fri,576,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
27,services,married,high.school,no,yes,no,telephone,may,fri,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,admin.,married,university.degree,no,no,no,telephone,may,fri,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,housemaid,married,high.school,no,no,no,telephone,may,fri,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
56,retired,married,professional.course,unknown,no,no,telephone,may,fri,27,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,admin.,married,high.school,no,yes,yes,telephone,may,fri,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
58,admin.,divorced,basic.9y,unknown,yes,no,telephone,may,fri,38,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,admin.,married,university.degree,no,yes,no,telephone,may,fri,322,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,187,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
59,retired,divorced,basic.9y,unknown,yes,no,telephone,may,fri,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,services,married,professional.course,no,yes,no,telephone,may,fri,379,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
53,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,technician,married,high.school,unknown,yes,no,telephone,may,fri,42,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
56,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,services,single,basic.9y,no,yes,no,telephone,may,fri,320,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
43,self-employed,single,professional.course,unknown,no,no,telephone,may,fri,223,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,housemaid,married,basic.9y,no,no,no,telephone,may,fri,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31,admin.,single,basic.9y,no,yes,no,telephone,may,fri,38,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,323,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,technician,married,professional.course,no,no,yes,telephone,may,fri,335,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
51,admin.,single,basic.6y,no,yes,no,telephone,may,fri,161,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,technician,married,university.degree,no,no,no,telephone,may,fri,410,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,admin.,single,university.degree,no,yes,no,telephone,may,fri,280,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
49,self-employed,married,professional.course,no,no,no,telephone,may,fri,374,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
30,technician,married,university.degree,no,yes,no,telephone,may,fri,193,8,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,services,married,basic.9y,unknown,no,no,telephone,may,fri,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,865,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
57,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,258,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
40,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,blue-collar,single,unknown,no,no,no,telephone,may,fri,299,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
45,management,married,university.degree,no,no,no,telephone,may,fri,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
55,retired,married,basic.4y,unknown,no,no,telephone,may,fri,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,management,married,university.degree,no,yes,no,telephone,may,fri,412,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
24,admin.,married,high.school,no,yes,no,telephone,may,fri,376,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,blue-collar,divorced,basic.4y,unknown,yes,yes,telephone,may,fri,393,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
46,services,divorced,high.school,no,no,no,telephone,may,fri,56,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
25,student,single,high.school,no,no,no,telephone,may,fri,112,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,155,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,services,single,basic.9y,no,no,no,telephone,may,fri,703,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
44,admin.,single,university.degree,no,yes,no,telephone,may,fri,141,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,475,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
50,technician,married,professional.course,no,no,no,telephone,may,fri,121,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,471,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,admin.,single,university.degree,no,no,yes,telephone,may,fri,121,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
26,services,single,high.school,no,no,no,telephone,may,fri,177,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,unknown,married,basic.4y,unknown,no,no,telephone,may,fri,344,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
47,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,admin.,married,university.degree,no,no,no,telephone,may,fri,404,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
54,technician,divorced,basic.9y,unknown,no,no,telephone,may,fri,287,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
26,admin.,single,university.degree,unknown,no,no,telephone,may,fri,329,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,technician,married,basic.9y,no,no,no,telephone,may,fri,433,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
54,services,divorced,high.school,unknown,yes,no,telephone,may,fri,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,technician,single,professional.course,no,no,no,telephone,may,fri,323,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
52,services,married,university.degree,no,no,no,telephone,may,fri,132,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31,admin.,married,basic.9y,unknown,yes,no,telephone,may,fri,199,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
28,services,single,high.school,no,yes,no,telephone,may,fri,221,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,admin.,married,university.degree,no,yes,no,telephone,may,fri,80,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,123,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31,admin.,married,university.degree,no,yes,no,telephone,may,fri,90,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
38,management,married,university.degree,no,no,no,telephone,may,fri,461,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
35,admin.,married,high.school,unknown,yes,no,telephone,may,fri,213,14,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,housemaid,married,high.school,no,yes,no,telephone,may,fri,193,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
31,housemaid,divorced,high.school,no,yes,no,telephone,may,fri,428,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,self-employed,married,high.school,no,yes,no,telephone,may,fri,291,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
36,housemaid,married,high.school,no,no,no,telephone,may,fri,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,services,married,basic.9y,unknown,no,no,telephone,may,fri,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,management,married,university.degree,no,no,no,telephone,may,fri,214,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
